"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"5/31/2016","J P Morgan","J.P. MORGAN SECU PAYROLLPPD ID: 1133299429","2969.13","credit","Paycheck","TOTAL CHECKING","",""
"5/31/2016","Seamlss Aburisushi H","SEAMLSS*ABURISUSHI SNEW YORK9S9H254     8002561020 320161520830748707","13.14","debit","Restaurants","Gold Delta SkyMiles","",""
"5/31/2016","Bakers Dozen","SEAMLSS*BAKERSDOZEN NEW YORKCBBFRJJ     8002561020 320161520833514136","11.58","debit","Restaurants","Gold Delta SkyMiles","",""
"5/30/2016","Seamlss Dar Seaml","SEAMLSS*DAR525 SEAMLNEW YORK3C24N6T     8002561020 320161510815252669","11.89","debit","Uncategorized","Gold Delta SkyMiles","",""
"5/30/2016","Seamlss Breadbrother Nwgpdny","SEAMLSS*BREADBROTHERNEW YORKNWGPDNY     8002561020 320161510818107519","10.95","debit","Food & Dining","Gold Delta SkyMiles","",""
"5/30/2016","iTunes","APL* ITUNES.COM/BILL 866-712-7753 CA","27.88","debit","Music","Citi Double Cash Card","",""
"5/29/2016","Have A Bagel","SEAMLSS*HAVEABAGEL SNEW YORK6PM4H7D     8002561020 320161500803317631","10.92","debit","Restaurants","Gold Delta SkyMiles","",""
"5/29/2016","Brooklyn New York","SEAMLSS*SAGEBROOKLYNNEW YORK7922FR8     8002561020 320161500799872779","13.78","debit","Gym","Gold Delta SkyMiles","",""
"5/29/2016","Seamlss Raizeschurra Tfgcsd","SEAMLSS*RAIZESCHURRANEW YORK4TFGCSD     8002561020 320161500803013312","18.16","debit","Uncategorized","Gold Delta SkyMiles","",""
"5/28/2016","Duane Reade","DUANE READE #14102 0NEW YORK99999996149 8002892273 320161490791344797","81.70","debit","Pharmacy","Gold Delta SkyMiles","",""
"5/28/2016","Aramark","ARAMARK JPMC383MADISNEW YORK524384      CATERER 320161490789065019","6.10","debit","Food & Dining","Gold Delta SkyMiles","",""
"5/28/2016","Seamlss Dar Greenp","SEAMLSS*DAR525GREENPNEW YORK7WYBFF4     8002561020 320161490787386944","15.03","debit","Restaurants","Gold Delta SkyMiles","",""
"5/28/2016","Union Market","JR UNION MARKET INC BROOKLYN NY","6.50","debit","Groceries","Citi Double Cash Card","",""
"5/27/2016","Brooklyn New York","SEAMLSS*SAGEBROOKLYNNEW YORKDXKSQZ4     8002561020 320161480767861303","13.78","debit","Gym","Gold Delta SkyMiles","",""
"5/27/2016","Aramark","ARAMARK@JPMC 383 MADNEW YORK500550      CATERER 320161480769439133","11.21","debit","Food & Dining","Gold Delta SkyMiles","",""
"5/27/2016","Aramark","ARAMARK JPMC383MADISON NEW YORK NY","4.07","debit","Food & Dining","Citi Double Cash Card","",""
"5/26/2016","Online Transfer Em","Online Transfer 5353700897 to emigrant bank ######9006 transacti","2000.00","debit","Transfer","TOTAL CHECKING","",""
"5/26/2016","Economist Newspaper","ECONOMIST Newspaper (800)456-603316414716 3316414716       11211 320161470755585807","48.00","debit","Printing","Gold Delta SkyMiles","",""
"5/26/2016","Gaslog Ltd F","GASLOG LTD F","7.00","credit","Dividend & Cap Gains","Individual","",""
"5/24/2016","Check 502","CHECK 502","200.00","debit","Check","TOTAL CHECKING","",""
"5/23/2016","Aramark","ARAMARK JPMC383MADISNEW YORK529161      CATERER 320161440695621382","9.57","debit","Food & Dining","Gold Delta SkyMiles","",""
"5/23/2016","Dunkin Donuts","DUNKIN #350163     QNEW YORK05200001397 917-693-9303 320161440700055815","2.93","debit","Coffee Shops","Gold Delta SkyMiles","",""
"5/23/2016","Brooklyn New York","SEAMLSS*SAGEBROOKLYNNEW YORK8NJ6SCY     8002561020 320161440695102444","13.78","debit","Gym","Gold Delta SkyMiles","",""
"5/23/2016","Seamlss Breadbrother Pknmw","SEAMLSS*BREADBROTHERNEW YORK4PKNMW8     8002561020 320161440694717959","11.43","debit","Food & Dining","Gold Delta SkyMiles","",""
"5/23/2016","Flycleaners Ny","FLYCLEANERS 3478554359 NY","34.44","debit","Laundry","Citi Double Cash Card","",""
"5/22/2016","Seamlss Breadbrother Vhwdpj","SEAMLSS*BREADBROTHERNEW YORK4VHWDPJ     8002561020 320161430680553188","11.43","debit","Food & Dining","Gold Delta SkyMiles","",""
"5/22/2016","Brooklyn New York","SEAMLSS*SAGEBROOKLYNNEW YORKNFJBGB8     8002561020 320161430680736183","13.78","debit","Gym","Gold Delta SkyMiles","",""
"5/22/2016","Vts Nyc Lpep","VTS NYC LPEP TAXI   LONG ISLAND00413212948 718-752-1656 320161430690197266","18.36","debit","Rental Car & Taxi","Gold Delta SkyMiles","",""
"5/22/2016","Uber","UBER MAY22 US JFYVC 8665761039 CA","20.15","debit","Business Services","Citi Double Cash Card","",""
"5/21/2016","Seamlss Quinoakitche Nb","SEAMLSS*QUINOAKITCHENEW YORK2NB52GT     8002561020 320161420664393629","15.03","debit","Uncategorized","Gold Delta SkyMiles","",""
"5/20/2016","Seamlss Kingdomresta Jc","SEAMLSS*KINGDOMRESTANEW YORK9JC9RQP     8002561020 320161410645693261","10.48","debit","Uncategorized","Gold Delta SkyMiles","",""
"5/20/2016","Uni Llc","Online Payment 5341528914 To Union LLC","2625.00","debit","Uncategorized","TOTAL CHECKING","",""
"5/20/2016","Uber.com","UBER TECHNOLOGIES INC 8665761039 CA","26.74","debit","Rental Car & Taxi","Citi Double Cash Card","",""
"5/19/2016","iTunes","APL* ITUNES.COM/BILL 866-712-7753 CA","15.13","debit","Music","Citi Double Cash Card","",""
"5/19/2016","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIO0QXHRJ971Q BOOK STORES 320161400629531987","4.30","debit","Shopping","Gold Delta SkyMiles","",""
"5/19/2016","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIO0QKLQG0VB1 BOOK STORES 320161400635655065","23.08","debit","Shopping","Gold Delta SkyMiles","",""
"5/19/2016","Amazon","AMAZON.COM          AMZN.COM/BIHYRK8X6INLQ MERCHANDISE 320161400635664718","14.77","debit","Shopping","Gold Delta SkyMiles","",""
"5/19/2016","Aramark","ARAMARK JPMC383MADISNEW YORK593392      CATERER 320161400633343676","7.11","debit","Food & Dining","Gold Delta SkyMiles","",""
"5/19/2016","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIO0Q3XU6J093 BOOK STORES 320161400637441433","27.98","debit","Shopping","Gold Delta SkyMiles","",""
"5/19/2016","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIO0QQFPRRX5Z BOOK STORES 320161400638683945","5.47","debit","Shopping","Gold Delta SkyMiles","",""
"5/18/2016","Dunkin Donuts","DUNKIN #350163     QNEW YORK05170001397 917-693-9303 320161390618628272","4.88","debit","Coffee Shops","Gold Delta SkyMiles","",""
"5/18/2016","Citi Autopay Ppd","CITI AUTOPAY     PAYMENTPPD ID: CITICARDAP","327.44","debit","Credit Card Payment","TOTAL CHECKING","",""
"5/18/2016","Consolidated Edison","CON ED OF NY     INTELL CKPPD ID: 2462467002","79.63","debit","Utilities","TOTAL CHECKING","",""
"5/17/2016","Seamlss Dar Greenp","SEAMLSS*DAR525GREENPNEW YORKDBYVC54     8002561020 320161380593697658","11.89","debit","Restaurants","Gold Delta SkyMiles","",""
"5/17/2016","Dunkin Donuts","DUNKIN #350163     QNEW YORK05160001397 917-693-9303 320161380601068447","4.22","debit","Coffee Shops","Gold Delta SkyMiles","",""
"5/17/2016","Duane Reade","DUANE READE #14295 0NEW YORK99999996138 8002892273 320161380599902925","72.05","debit","Pharmacy","Gold Delta SkyMiles","",""
"5/17/2016","Autopay Rautopay Auto","AUTOPAY 999990000018805RAUTOPAY AUTO-PMT","327.44","credit","Credit Card Payment","Citi Double Cash Card","",""
"5/16/2016","Seamlss Dar Greenp","SEAMLSS*DAR525GREENPNEW YORKG86TNJJ     8002561020 320161370577329719","15.65","debit","Restaurants","Gold Delta SkyMiles","",""
"5/16/2016","ATM Withdrawal","ATM WITHDRAWAL001618  05/16230 PARK","60.00","debit","Cash & ATM","TOTAL CHECKING","",""
"5/15/2016","Have A Bagel","SEAMLSS*HAVEABAGEL SNEW YORK49QQMV4     8002561020 320161360561624356","11.52","debit","Restaurants","Gold Delta SkyMiles","",""
"5/15/2016","Uber.com","UBER TECHNOLOGIES INC 8665761039 CA","22.70","debit","Rental Car & Taxi","Citi Double Cash Card","",""
"5/14/2016","Seamlss Dar Greenp","SEAMLSS*DAR525GREENPNEW YORK94TK83D     8002561020 320161350545763414","16.26","debit","Restaurants","Gold Delta SkyMiles","",""
"5/14/2016","Asos.com","ASOS US SALES LLC WWW.ASOS.COM DE","374.00","debit","Clothing","Citi Double Cash Card","",""
"5/13/2016","Seamlss Dar Greenp","SEAMLSS*DAR525GREENPNEW YORK8NXD99P     8002561020 320161340528176756","13.14","debit","Restaurants","Gold Delta SkyMiles","",""
"5/13/2016","Dunkin Donuts","DUNKIN #350163     QNEW YORK05120001397 917-693-9303 320161340534918668","2.06","debit","Coffee Shops","Gold Delta SkyMiles","",""
"5/13/2016","J P Morgan","J.P. MORGAN SECU PAYROLLPPD ID: 1133299429","2969.12","credit","Paycheck","TOTAL CHECKING","",""
"5/13/2016","Union Market","JR UNION MARKET INC BROOKLYN NY","15.92","debit","Groceries","Citi Double Cash Card","",""
"5/12/2016","Dunkin Donuts","DUNKIN #350163     QNEW YORK05110001397 917-693-9303 320161330516931377","5.10","debit","Coffee Shops","Gold Delta SkyMiles","",""
"5/11/2016","Chase Quickpay Electronic","Chase QuickPay Electronic Transfer 5381400285 to YURI RUDASHEVSK","87.50","debit","Shopping","TOTAL CHECKING","",""
"5/11/2016","Aramark","ARAMARK@JPMC 383 MADNEW YORK593272      CATERER 320161320497069653","6.26","debit","Food & Dining","Gold Delta SkyMiles","",""
"5/11/2016","Aramark","ARAMARK@JPMC 383 MADNEW YORK557321      CATERER 320161320496906428","5.23","debit","Food & Dining","Gold Delta SkyMiles","",""
"5/11/2016","Dunkin Donuts","DUNKIN #350163     QNEW YORK05100001397 917-693-9303 320161320498986362","2.38","debit","Coffee Shops","Gold Delta SkyMiles","",""
"5/10/2016","Dunkin Donuts","DUNKIN #350163     QNEW YORK05090001397 917-693-9303 320161310482194268","3.58","debit","Coffee Shops","Gold Delta SkyMiles","",""
"5/09/2016","Bakers Dozen","SEAMLSS*BAKERSDOZEN NEW YORK4Y8X8QP     8002561020 320161300458269897","12.21","debit","Restaurants","Gold Delta SkyMiles","",""
"5/09/2016","Autopay Thank You","AUTOPAY PAYMENT - THANK YOU 320161300471794938","863.58","credit","Credit Card Payment","Gold Delta SkyMiles","",""
"5/09/2016","Seamlss Oaxacataquer Cbrw","SEAMLSS*OAXACATAQUERNEW YORKCBRW5CY     8002561020 320161300457932219","12.83","debit","Uncategorized","Gold Delta SkyMiles","",""
"5/09/2016","Aramark","ARAMARK@JPMC 383 MADIS NEW YORK NY","6.26","debit","Food & Dining","Citi Double Cash Card","",""
"5/09/2016","Uber.com","UBER TECHNOLOGIES INC 8665761039 CA","18.65","debit","Rental Car & Taxi","Citi Double Cash Card","",""
"5/09/2016","Uber.com","UBER TECHNOLOGIES INC 8665761039 CA","19.93","debit","Rental Car & Taxi","Citi Double Cash Card","",""
"5/09/2016","National Grid","NATIONAL GRID NY UTILITYPAY 00022011214     TEL ID: 9177976001","88.62","debit","Utilities","TOTAL CHECKING","",""
"5/09/2016","American Express","AMERICAN EXPRESS ACH PMT    A1306           WEB ID: 9493560001","863.58","debit","Credit Card Payment","TOTAL CHECKING","",""
"5/08/2016","Brooklyn New York","SEAMLSS*SAGEBROOKLYNNEW YORKKJCC6V4     8002561020 320161290442213092","12.52","debit","Gym","Gold Delta SkyMiles","",""
"5/08/2016","Bakers Dozen","SEAMLSS*BAKERSDOZEN NEW YORK5TP5NBT     8002561020 320161290442346979","10.02","debit","Restaurants","Gold Delta SkyMiles","",""
"5/08/2016","iTunes","APL* ITUNES.COM/BILL 866-712-7753 CA","5.39","debit","Music","Citi Double Cash Card","",""
"5/07/2016","Aramark","ARAMARK@JPMC 383 MADNEW YORK550759      CATERER 320161280430731436","2.99","debit","Food & Dining","Gold Delta SkyMiles","",""
"5/06/2016","Uber.com","UBER TECHNOLOGIES INC 8665761039 CA","20.23","debit","Rental Car & Taxi","Citi Double Cash Card","",""
"5/06/2016","Seamlss Oaxacataquer H","SEAMLSS*OAXACATAQUERNEW YORK7H2Z4DJ     8002561020 320161270407079280","13.45","debit","Uncategorized","Gold Delta SkyMiles","",""
"5/06/2016","Ishares Iboxx High Yieldbond Etf","ISHARES IBOXX HIGH YIELDBOND ETF","4.96","credit","Dividend & Cap Gains","Individual","",""
"5/05/2016","Union Market","JR UNION MARKET INC BROOKLYN NY","39.48","debit","Groceries","Citi Double Cash Card","",""
"5/05/2016","Seamlss Dziupla Seam","SEAMLSS*DZIUPLA SEAMNEW YORK6SHTNBT     8002561020 320161260389365876","22.54","debit","Uncategorized","Gold Delta SkyMiles","",""
"5/04/2016","Answer Vending Inc","ANSWER VENDING INC FARMINGDALE NY","1.35","debit","Fast Food","Citi Double Cash Card","",""
"5/03/2016","Answer Vending Inc","ANSWER VENDING INC FARMINGDALE NY","2.10","debit","Fast Food","Citi Double Cash Card","",""
"5/03/2016","Seamlss Motorinopizz C","SEAMLSS*MOTORINOPIZZNEW YORKC3MXF7D     8002561020 320161240353322985","20.03","debit","Auto & Transport","Gold Delta SkyMiles","",""
"5/03/2016","Duane Reade","DUANE READE #14295 0NEW YORK99999996124 8002892273 320161240358677683","78.88","debit","Pharmacy","Gold Delta SkyMiles","",""
"5/03/2016","Amazon","AMAZON.COM          AMZN.COM/BIIDRURTTGYOA MERCHANDISE 320161240353857517","21.76","debit","Shopping","Gold Delta SkyMiles","",""
"5/03/2016","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIO0U7VP2DLYE BOOK STORES 320161240365454851","63.98","debit","Shopping","Gold Delta SkyMiles","",""
"5/02/2016","Seamlss Oaxacataquer Cyw","SEAMLSS*OAXACATAQUERNEW YORK6CYW3BT     8002561020 320161230336308170","12.83","debit","Uncategorized","Gold Delta SkyMiles","",""
"5/02/2016","Netflix","NETFLIX.COM         866-579-71710279750272 DVD RENTALS 320161230339345726","7.99","debit","Movies & DVDs","Gold Delta SkyMiles","",""
"5/02/2016","Have A Bagel","SEAMLSS*HAVEABAGEL SNEW YORK6GTW97D     8002561020 320161230336476400","11.40","debit","Restaurants","Gold Delta SkyMiles","",""
"5/02/2016","ATM Fee","NON-CHASE ATM WITHDRAW297358  05/01568 UNION","2.50","debit","ATM Fee","TOTAL CHECKING","",""
"5/02/2016","ATM Withdrawal","NON-CHASE ATM WITHDRAW297358  05/01568 UNION","60.00","debit","Cash & ATM","TOTAL CHECKING","",""
"5/02/2016","Online Transfer Em","Online Transfer 5366778452 to emigrant bank ######9006 transacti","3000.00","debit","Transfer","TOTAL CHECKING","",""
"5/02/2016","ATM Fee","NON-CHASE ATM FEE-WITH","2.50","debit","ATM Fee","TOTAL CHECKING","",""
"5/02/2016","Spdr S&p 500 Etf Iv","SPDR S&P 500 ETF IV","40.53","debit","Investments","Individual","",""
"5/01/2016","Seamlss Redbowlchine F","SEAMLSS*REDBOWLCHINENEW YORKF92RTJP     8002561020 320161220320191605","16.27","debit","Uncategorized","Gold Delta SkyMiles","",""
"5/01/2016","Pret A Manger","PRET A MANGER       NEW YORK037770      646-728-0505 320161220324770647","10.43","debit","Fast Food","Gold Delta SkyMiles","",""
"4/30/2016","Seamlss Oaxacataquer Fcscx","SEAMLSS*OAXACATAQUERNEW YORKFCSCX84     8002561020 320161210303795676","12.83","debit","Uncategorized","Gold Delta SkyMiles","",""
"4/30/2016","Bean","BEAN AND BEAN CORP  New YorkTTNFSX      squareup.com/receipts 320161210308139101","7.84","debit","Fast Food","Gold Delta SkyMiles","",""
"4/30/2016","Uber.com","UBER TECHNOLOGIES INC 8665761039 CA","20.25","debit","Rental Car & Taxi","Citi Double Cash Card","",""
"4/30/2016","Uber.com","UBER TECHNOLOGIES INC 8665761039 CA","17.37","debit","Rental Car & Taxi","Citi Double Cash Card","",""
"4/29/2016","J P Morgan","J.P. MORGAN SECU PAYROLLPPD ID: 1133299429","2969.12","credit","Paycheck","TOTAL CHECKING","",""
"4/29/2016","Cafe Exchange","CAFE EXCHANGE NEW YORK NY","10.62","debit","Restaurants","Citi Double Cash Card","",""
"4/29/2016","Union Market","JR UNION MARKET INC BROOKLYN NY","5.00","debit","Groceries","Citi Double Cash Card","",""
"4/29/2016","Spdr S&p 500 Etf Iv","SPDR S&P 500 ETF IV","40.53","credit","Dividend & Cap Gains","Individual","",""
"4/28/2016","Aramark","ARAMARK@JPMC 383 MADNEW YORK519643      CATERER 320161190274169906","6.26","debit","Food & Dining","Gold Delta SkyMiles","",""
"4/27/2016","Transfer to SAV*****9006","Online Transfer 5289931924 to emigrant bank ######9006 transacti","1500.00","debit","Transfer","TOTAL CHECKING","",""
"4/27/2016","Cucina Express New","CUCINA EXPRESS      NEW YORK508660      RESTAURANT 320161180254643119","6.46","debit","Food & Dining","Gold Delta SkyMiles","",""
"4/26/2016","iTunes","APL* ITUNES.COM/BILL 866-712-7753 CA","18.47","debit","Music","Citi Double Cash Card","",""
"4/25/2016","Amazon","AMAZON.COM          AMZN.COM/BITIZ3GLPYP5O MERCHANDISE 320161160223214304","325.54","debit","Shopping","Gold Delta SkyMiles","",""
"4/25/2016","Have A Bagel","SEAMLSS*HAVEABAGEL SNEW YORKFYBNJMY     8002561020 320161160217836828","15.27","debit","Restaurants","Gold Delta SkyMiles","",""
"4/25/2016","Chase Quickpay Electronic","Chase QuickPay Electronic Transfer 5346938169 to Bryan","25.00","debit","Shopping","TOTAL CHECKING","",""
"4/24/2016","Seamlss Leafagebroad Xvmdq","SEAMLSS*LEAFAGEBROADNEW YORK5XVMDQ8     8002561020 320161150203571049","19.72","debit","Uncategorized","Gold Delta SkyMiles","",""
"4/23/2016","Cucina Express New","CUCINA EXPRESS      NEW YORK566988      RESTAURANT 320161140192071840","6.46","debit","Food & Dining","Gold Delta SkyMiles","",""
"4/22/2016","Aramark","ARAMARK JPMC383MADISNEW YORK592850      CATERER 320161130174763513","6.66","debit","Food & Dining","Gold Delta SkyMiles","",""
"4/22/2016","Aramark","ARAMARK@JPMC 383 MADNEW YORK597735      CATERER 320161130173697161","2.72","debit","Food & Dining","Gold Delta SkyMiles","",""
"4/21/2016","Uni Llc","Online Payment 5274039742 To Union LLC","2625.00","debit","Uncategorized","TOTAL CHECKING","",""
"4/21/2016","Wayfair","WAYFAIR*WAYFAIR     WAYFAIR.COM2165311451 2165311451       10179 320161120150778984","25.52","debit","Home Improvement","Gold Delta SkyMiles","",""
"4/21/2016","Aramark","ARAMARK JPMC383MADISNEW YORK593130      CATERER 320161120155813006","8.80","debit","Food & Dining","Gold Delta SkyMiles","",""
"4/21/2016","Seamlss Leafagebroad Cszb","SEAMLSS*LEAFAGEBROADNEW YORKCSZB4JP     8002561020 320161120151358844","20.65","debit","Uncategorized","Gold Delta SkyMiles","",""
"4/19/2016","Soylent Ca","SOYLENT 8447695368 CA","68.00","debit","Uncategorized","Citi Double Cash Card","",""
"4/19/2016","Aramark","ARAMARK JPMC383MADISON NEW YORK NY","11.45","debit","Food & Dining","Citi Double Cash Card","",""
"4/19/2016","Consolidated Edison","CON ED OF NY     INTELL CKPPD ID: 2462467002","85.14","debit","Utilities","TOTAL CHECKING","",""
"4/19/2016","J P Morgan","J.P. MORGAN SECU PAYROLLPPD ID: 1133299429","337.77","credit","Paycheck","TOTAL CHECKING","",""
"4/18/2016","iTunes","APL* ITUNES.COM/BILL 866-712-7753 CA","14.81","debit","Music","Citi Double Cash Card","",""
"4/18/2016","Seamlss Oaxacataquer Qrbp","SEAMLSS*OAXACATAQUERNEW YORK2QRBP2Y     8002561020 320161090099912301","12.83","debit","Uncategorized","Gold Delta SkyMiles","",""
"4/18/2016","Aramark","ARAMARK JPMC383MADISON NEW YORKNY           04/15","9.07","debit","Food & Dining","TOTAL CHECKING","",""
"4/18/2016","Chase Quickpay Electronic","Chase QuickPay Electronic Transfer 5335981928 to YURI RUDASHEVSK","150.00","debit","Shopping","TOTAL CHECKING","",""
"4/17/2016","Union Market","JR UNION MARKET INC BROOKLYN NY","24.75","debit","Groceries","Citi Double Cash Card","",""
"4/17/2016","Seamlss Oasis Seamls","SEAMLSS*OASIS SEAMLSNEW YORK66HPMWY     8002561020 320161080082610356","15.65","debit","Uncategorized","Gold Delta SkyMiles","",""
"4/17/2016","Kaplan","KAPLAN/JYMONK/DEARBOLA CROSSE8324201640  COLLEGE/UNIVERSITY 320161080090468053","249.00","debit","Education","Gold Delta SkyMiles","",""
"4/17/2016","Seamlss Aburisushi C","SEAMLSS*ABURISUSHI SNEW YORKC66K784     8002561020 320161080082973357","11.89","debit","Restaurants","Gold Delta SkyMiles","",""
"4/16/2016","Aramark","ARAMARK@JPMC 383 MADNEW YORK568536      CATERER 320161070072578346","3.27","debit","Food & Dining","Gold Delta SkyMiles","",""
"4/16/2016","Aramark","ARAMARK JPMC383MADISNEW YORK000075      CATERER 320161070073338055","11.18","debit","Food & Dining","Gold Delta SkyMiles","",""
"4/16/2016","Aramark","ARAMARK@JPMC 383 MADNEW YORK000065      CATERER 320161070073338053","6.26","debit","Food & Dining","Gold Delta SkyMiles","",""
"4/16/2016","Seamlss Dar Greenp","SEAMLSS*DAR525GREENPNEW YORK7ZF82SJ     8002561020 320161070067631995","16.90","debit","Restaurants","Gold Delta SkyMiles","",""
"4/15/2016","Aramark","ARAMARK@JPMC 383 MADIS NEW YORK NY","6.53","debit","Food & Dining","Citi Double Cash Card","",""
"4/15/2016","Answer Vending Inc","ANSWER VENDING INC FARMINGDALE NY","1.10","debit","Fast Food","Citi Double Cash Card","",""
"4/15/2016","ATM Withdrawal","ATM WITHDRAWAL000224  04/15383 MADIS","60.00","debit","Cash & ATM","TOTAL CHECKING","",""
"4/15/2016","J P Morgan","J.P. MORGAN SECU PAYROLLPPD ID: 1133299429","2969.12","credit","Paycheck","TOTAL CHECKING","",""
"4/14/2016","Amazon","AMAZON SERVICES-KIND866-321-885NQ3LTS2V03E DIGITAL 320161050040604295","13.99","debit","Shopping","Gold Delta SkyMiles","",""
"4/14/2016","Brooklyn New York","SEAMLSS*SAGEBROOKLYNNEW YORKNNJGJBY     8002561020 320161050034037651","21.29","debit","Gym","Gold Delta SkyMiles","",""
"4/13/2016","Aramark","ARAMARK JPMC383MADISON NEW YORK NY","10.43","debit","Food & Dining","Citi Double Cash Card","",""
"4/13/2016","Spotify","SPOTIFY USA         NEW YORK1GNDIVVB815 BUSINESS SERVICE 320161040030587660","9.99","debit","Music","Gold Delta SkyMiles","",""
"4/13/2016","Aramark","ARAMARK JPMC383MADISNEW YORK000036      CATERER 320161040022070627","5.28","debit","Food & Dining","Gold Delta SkyMiles","",""
"4/13/2016","Seamlss Aexpresschin Zjtvnj","SEAMLSS*AEXPRESSCHINNEW YORK2ZJTVNJ     8002561020 320161040016769791","14.09","debit","Uncategorized","Gold Delta SkyMiles","",""
"4/12/2016","Union Market","JR UNION MARKET INC BROOKLYN NY","9.00","debit","Groceries","Citi Double Cash Card","",""
"4/12/2016","Answer Vending Inc","ANSWER VENDING INC FARMINGDALE NY","1.35","debit","Fast Food","Citi Double Cash Card","",""
"4/12/2016","Answer Vending Inc","ANSWER VENDING INC FARMINGDALE NY","1.35","debit","Fast Food","Citi Double Cash Card","",""
"4/12/2016","Aramark","ARAMARK JPMC383MADISNEW YORK000068      CATERER 320161030005480395","7.20","debit","Food & Dining","Gold Delta SkyMiles","",""
"4/12/2016","Ny Society Scty","NY SOCIETY OF SCTY ANEW YORKSE2774EC7   CHARITABLE ORG 320161030012963141","75.00","credit","Credit Card Payment","Gold Delta SkyMiles","",""
"4/12/2016","Amazon","AMAZON MKTPLACE PMTSAMZN.COM/BIS3ZXKTJK1KF BOOK STORES 320161030009690573","22.69","debit","Shopping","Gold Delta SkyMiles","",""
"4/11/2016","Answer Vending Inc","ANSWER VENDING INC FARMINGDALE NY","1.10","debit","Fast Food","Citi Double Cash Card","",""
"4/11/2016","Aramark","ARAMARK@JPMC 383 MADIS NEW YORK NY","3.27","debit","Food & Dining","Citi Double Cash Card","",""
"4/11/2016","Union Market","JR UNION MARKET INC BROOKLYN NY","9.23","debit","Groceries","Citi Double Cash Card","",""
"4/11/2016","Amazon","AMAZON.COM          AMZN.COM/BIRPY9G7WEPR0 MERCHANDISE 320161020982385683","19.59","debit","Shopping","Gold Delta SkyMiles","",""
"4/11/2016","Have A Bagel","SEAMLSS*HAVEABAGEL SNEW YORKM48ZPZ8     8002561020 320161020983974080","10.02","debit","Restaurants","Gold Delta SkyMiles","",""
"4/11/2016","Amazon","AMAZON.COM          AMZN.COM/BIRPY1299H9RW MERCHANDISE 320161020982506664","19.59","debit","Shopping","Gold Delta SkyMiles","",""
"4/11/2016","Seamlss Oishisushi V","SEAMLSS*OISHISUSHI SNEW YORK5V3CMJP     8002561020 320161020983605051","14.40","debit","Restaurants","Gold Delta SkyMiles","",""
"4/10/2016","Seamlss Ikurasushi Kkrmcmd","SEAMLSS*IKURASUSHI SNEW YORKKKRMCMD     8002561020 320161010968247449","10.96","debit","Restaurants","Gold Delta SkyMiles","",""
"4/10/2016","Seamlss Kestanekebab C","SEAMLSS*KESTANEKEBABNEW YORK55C5N2D     8002561020 320161010968133371","20.03","debit","Fast Food","Gold Delta SkyMiles","",""
"4/10/2016","Have A Bagel","SEAMLSS*HAVEABAGEL SNEW YORKKRC8SV8     8002561020 320161010967944313","11.39","debit","Restaurants","Gold Delta SkyMiles","",""
"4/09/2016","Society","NY SOCIETY OF SCTY ANEW YORKRD309BD49   CHARITABLE ORG 320161000965732554","75.00","debit","Mortgage & Rent","Gold Delta SkyMiles","",""
"4/09/2016","Aramark","ARAMARK JPMC383MADISNEW YORK532118      CATERER 320161000958115673","15.88","debit","Food & Dining","Gold Delta SkyMiles","",""
"4/09/2016","Society","NY SOCIETY OF SCTY ANEW YORKLD468A360   CHARITABLE ORG 320161000965735912","75.00","debit","Mortgage & Rent","Gold Delta SkyMiles","",""
"4/09/2016","Seamlss Oaxacataquer Cpmsxry","SEAMLSS*OAXACATAQUERNEW YORKCPMSXRY     8002561020 320161000953240694","12.83","debit","Uncategorized","Gold Delta SkyMiles","",""
"4/08/2016","Brooklyn New York","SEAMLSS*SAGEBROOKLYNNEW YORKD2WH5K8     8002561020 320160990934769012","11.27","debit","Gym","Gold Delta SkyMiles","",""
"4/08/2016","Uber.com","UBER TECHNOLOGIES INC 866-576-1039 CA","19.00","debit","Rental Car & Taxi","Citi Double Cash Card","",""
"4/07/2016","iTunes","APL* ITUNES.COM/BILL 866-712-7753 CA","7.55","debit","Music","Citi Double Cash Card","",""
"4/07/2016","Aramark","ARAMARK JPMC383MADISON NEW YORK NY","9.52","debit","Food & Dining","Citi Double Cash Card","",""
"4/07/2016","Two Boots","SEAMLSS*TWOBOOTS SEANEW YORKB8QTG58     8002561020 320160980917578521","20.29","debit","Restaurants","Gold Delta SkyMiles","",""
"4/07/2016","Ishares Iboxx High Yieldbond Etf","ISHARES IBOXX HIGH YIELDBOND ETF","4.93","credit","Dividend & Cap Gains","Individual","",""
"4/06/2016","Aramark","ARAMARK@JPMC 383 MADNEW YORK000001      CATERER 320160970906638787","2.82","debit","Food & Dining","Gold Delta SkyMiles","",""
"4/06/2016","Seamlss Indiankitche Jxbzx","SEAMLSS*INDIANKITCHENEW YORKJXBZX98     8002561020 320160970901282184","17.47","debit","Restaurants","Gold Delta SkyMiles","",""
"4/06/2016","Aramark","ARAMARK JPMC383MADISON NEW YORK NY","7.29","debit","Food & Dining","Citi Double Cash Card","",""
